track,artist,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorus_hit,sections,Hit_or_Flop,Era,id
I Can Do That,Montell Jordan,spotify:track:5swljxEI3gY3FthAKrZqtO,0.809,0.452,9,-4.994,1,0.0842,0.0577,0.0,0.121,0.785,128.79,286400,4,27.1861,13,1,90s,28033
La valse à mille temps,Jacques Brel,spotify:track:0Yqvv7EV2VYgC299tA5ZaV,0.473,0.455,6,-12.098,1,0.23,0.827,0.0,0.163,0.79,78.0,229907,4,14.53399,13,0,80s,22789
I Didn't Know About You,Ben Webster,spotify:track:15MO6wBxwP10ZHy7DCVk4V,0.469,0.162,1,-12.677,1,0.0332,0.936,0.496,0.0981,0.238,91.839,213960,3,35.4374,10,0,90s,27279
Manha De Carnaval,Astrud Gilberto,spotify:track:0pPJ9MsfxhD3FN8Ca1nXVx,0.395,0.0283,2,-24.927,0,0.0324,0.952,0.000502,0.0849,0.351,97.462,117627,4,30.8771,6,0,90s,25737
Sex Beat,The Gun Club,spotify:track:41Z86N3KhVdJWLa3qkNTH6,0.64,0.864,11,-9.752,0,0.0287,0.287,1.91e-06,0.0709,0.577,91.576,167200,4,36.58996,7,0,80s,17957
"Carmen: Act II - ""Sag, wen erwartest du?""",Leipzig Radio Symphony Orchestra,spotify:track:77Y4ScGGjVjC58LOaDh87Y,0.403,0.0248,9,-27.787,1,0.14,0.959,0.0,0.211,0.218,171.132,75107,3,31.62991,3,0,60s,334
Canción Del Elegido,Silvio Rodríguez,spotify:track:33QDwXW1O0hAGDdKRqpqjB,0.562,0.213,8,-12.273,1,0.0841,0.876,1.29e-06,0.104,0.48,152.197,174735,4,20.49344,8,0,70s,14205
O último romântico,Lulu Santos,spotify:track:7MyJB1WvzUmbIQpwqLmvY6,0.716,0.494,4,-14.118,1,0.0288,0.62,1.28e-05,0.303,0.805,129.864,252307,4,19.88463,11,0,80s,17503
From The Tightrope,Black Tape For A Blue Girl,spotify:track:0dcuOdN5UjRWFUh4yDVm5J,0.0735,0.0757,6,-26.822,0,0.04,0.934,0.937,0.336,0.0325,79.805,286293,3,47.86528,13,0,80s,21446
White Rhythm and Blues,JD Souther,spotify:track:5cDvEvt1m4tNAk3kyKreSz,0.539,0.419,2,-11.796,1,0.0225,0.613,0.0,0.0476,0.486,83.898,278933,4,58.00719,9,0,70s,9751
Long Ago Tomorrow,B.J. Thomas,spotify:track:4suP2mw4iUrtgjvrelSnQa,0.273,0.282,7,-17.342,0,0.0285,0.724,0.000653,0.304,0.33,96.18,240520,4,36.89844,12,1,70s,12240
Half Mast,Empire of the Sun,spotify:track:49Hkgl03InFFqBklOQxunt,0.775,0.736,0,-4.966,1,0.0303,0.00373,0.00669,0.506,0.778,126.966,234360,4,38.37047,11,0,00s,32046
A Jewish Folk Festival,Goff Richards,spotify:track:4qxq2vEPfWIfEeLSkxO79S,0.285,0.187,2,-19.458,0,0.0433,0.948,0.69,0.0527,0.383,70.087,212867,4,35.55467,11,0,00s,33386
Canción por un Niño en la Calle (Song for a Kid in the Street),Suni Paz,spotify:track:0ZzXxsHifSIRofwH2QwFqR,0.404,0.0305,5,-21.29,1,0.0507,0.912,0.00021,0.108,0.257,135.175,272867,5,50.44836,15,0,70s,13334
Waiting On The World To Change,John Mayer,spotify:track:5imShWWzwqfAJ9gXFpGAQh,0.577,0.756,2,-5.82,1,0.115,0.159,0.000232,0.249,0.663,176.75,201173,4,64.56393,7,1,00s,30870
Tell Your Friends,The Weeknd,spotify:track:1mhVXWduD8ReDwusfaHNwU,0.565,0.454,1,-11.091,0,0.0461,0.265,0.0,0.181,0.312,74.809,334333,4,40.9389,12,1,10s,36556
Cherry,Chromatics,spotify:track:71RPveF6c3dgG4tiljQw9K,0.656,0.784,7,-6.389,0,0.0354,0.0338,0.233,0.175,0.802,108.245,271952,4,37.04287,14,0,10s,40627
Last Hope's Gone - 1997 Remaster,The Paul Butterfield Blues Band,spotify:track:2XtxkQUNAUjlhuzfi05SF3,0.334,0.505,2,-10.424,0,0.0421,0.13,0.00759,0.426,0.535,172.182,292133,4,33.03513,14,0,60s,1295
The Real Janelle,Bratmobile,spotify:track:2iycfYahaVVWaXXVAh2KMs,0.27,0.99,2,-6.286,1,0.266,0.00803,4.05e-06,0.0904,0.167,183.791,101239,3,6.51436,3,0,90s,24422
Stars Are Blind,Paris Hilton,spotify:track:71V89tJj9CboDyzncO6ZN2,0.745,0.695,2,-5.076,1,0.0271,0.00593,0.0,0.0615,0.519,102.014,236600,4,24.22681,10,1,00s,33626
My Shy Violet,The Mills Brothers,spotify:track:17ZL64W0e6jQUgJUvqssTd,0.795,0.246,1,-15.502,1,0.0305,0.688,0.000186,0.141,0.425,109.801,157800,4,40.11776,7,1,60s,6304
Aquarius,Gerald Wilson Orchestra,spotify:track:5oOGm83QEVlKmYNBBp1pw6,0.387,0.495,9,-8.923,0,0.0283,0.487,0.00814,0.112,0.58,143.993,182640,4,42.23437,9,0,60s,165
Vale Do Rio Vermelho (Red River Valley),Trio Melodia,spotify:track:4LYxvxyq2idyJ2DQBZikHT,0.518,0.626,4,-9.681,1,0.0316,0.715,0.0,0.167,0.746,80.275,149400,3,23.62461,7,0,60s,6661
I Rock the Gangsta Shit,Mr. Knightowl,spotify:track:3veBHD4hLLfzTZC922HRpd,0.728,0.791,0,-1.86,1,0.111,0.136,0.0,0.112,0.652,77.1,250467,4,64.05345,10,0,00s,33989
Caught Up,Usher,spotify:track:5zdUc1JRCImBYcDWgvFNpE,0.817,0.806,6,-4.606,1,0.0623,0.027,9e-06,0.119,0.805,110.086,224640,4,40.06613,10,1,00s,34340
Punk Rock And Roll,Street Dogs,spotify:track:2bwvIrD9qzR39vHHvYDasm,0.362,0.987,4,-5.028,1,0.167,0.000516,0.0,0.346,0.52,195.063,154960,4,24.30401,7,0,10s,37171
Baby,Ashanti,spotify:track:6pWzCKTrKrwbUPzY8RLCoP,0.71,0.795,4,-3.005,0,0.0593,0.409,0.0,0.16,0.852,94.997,209120,4,19.9631,12,1,00s,29630
Crazy (Keep On Falling),The John Hall Band,spotify:track:6iLzfMb6os3GI2md2Mpy4b,0.645,0.801,1,-7.423,0,0.0275,0.176,0.0,0.191,0.702,122.944,272133,4,31.95112,13,1,80s,20299
Tell Her For Me,Adam Wade,spotify:track:5kfKtvtG0EoT2GO755I8ll,0.33,0.155,5,-14.621,1,0.0317,0.912,0.0,0.372,0.23,114.659,157707,3,39.35061,7,1,60s,1844
Love In This Club,Usher Featuring Young Jeezy,spotify:track:5j0McHPthKpOXRr3fBq8M0,0.573,0.712,0,-5.976,1,0.0732,0.0572,0.0,0.167,0.346,140.012,259720,4,34.87778,15,1,00s,30905
40 Bars,Joey Trap,spotify:track:7LnqOAhxX7HDZtd5epfEU5,0.805,0.523,11,-8.093,0,0.233,0.0567,0.0,0.121,0.211,100.005,134500,4,30.0409,8,0,10s,38073
Yamini Yamini,P. Susheela,spotify:track:1Lsr1i8KYj2XxAljA4Lalh,0.422,0.347,5,-10.842,1,0.0418,0.841,0.000404,0.115,0.557,104.228,193573,4,39.03796,8,0,60s,4653
Route 66 Theme,Nelson Riddle,spotify:track:6KZpSdpQGbTxP5jKfKY8cV,0.286,0.472,0,-12.264,1,0.0297,0.0279,0.0151,0.211,0.575,154.019,130667,4,48.90527,6,1,60s,3572
Guantanamera,The Sandpipers,spotify:track:6Z6bFqqxhHS53Z5SqT0exe,0.322,0.275,7,-14.655,1,0.0367,0.812,0.00162,0.0986,0.665,206.682,193720,4,26.96419,10,1,60s,4910
Play No Games,Big Sean Featuring Chris Brown & Ty Dolla $ign,spotify:track:3rsOs39rDAYxIOrDTHAgR9,0.755,0.7,1,-3.586,1,0.0455,0.0846,0.0,0.452,0.383,81.514,216653,4,62.71197,11,1,10s,37387
A Quiet Place,Garnet Mimms & The Enchanters,spotify:track:0F4y2dXS9MxisNOO8DksUt,0.689,0.378,7,-12.22,0,0.0398,0.751,0.0,0.24,0.75,105.775,144307,4,26.22844,7,1,60s,1594
U Don't Have To Call,Usher,spotify:track:5PCJldueshnwqQVjS16543,0.793,0.568,1,-4.958,1,0.0459,0.0478,3.57e-05,0.0304,0.806,100.005,269400,4,33.66576,14,1,00s,33055
Tennessee Whiskey,Chris Stapleton,spotify:track:3fqwjXwUGN6vbzIwvyFMhx,0.392,0.37,9,-10.888,1,0.0298,0.205,0.0096,0.0821,0.512,48.718,293293,4,102.31339,13,1,10s,40271
Down In The DM,Yo Gotti Featuring Nicki Minaj,spotify:track:1LxKKYsJNPeBdOwdudsJzv,0.776,0.662,1,-7.016,0,0.0489,0.00157,2.1e-05,0.0887,0.324,152.927,182733,4,20.01709,9,1,10s,40159
Study for Brian Eno,Klaus Schulze,spotify:track:25ydPlkygtAluOFfzAoE4m,0.087,0.24,0,-15.604,0,0.0455,0.82,0.884,0.106,0.0273,168.308,437147,4,25.10258,23,0,60s,4110
Mi Mundo,Luis Enrique,spotify:track:4ZmxFV5U06DUcVf2fMeUGN,0.437,0.606,5,-8.957,1,0.0352,0.543,1.81e-05,0.189,0.839,170.059,283144,4,38.24691,16,0,80s,20896
Baltic Ice: Breaker,bel canto,spotify:track:113dw8kaFLjjIOSHz63Nib,0.522,0.315,11,-16.892,0,0.0311,0.898,0.639,0.404,0.216,99.334,283413,4,33.52728,11,0,80s,16540
Flash Gordon's Ape,Captain Beefheart & His Magic Band,spotify:track:6Qs0QqXnhPnwia3GDiyIj2,0.336,0.639,1,-14.146,0,0.163,0.623,0.00638,0.884,0.685,89.0,255507,3,49.86809,8,0,70s,10645
I Can't Get Over You - Bonus Track,The Monks,spotify:track:2B2vZZbyfjukxC251v0I2K,0.559,0.607,8,-8.281,1,0.031,0.0286,0.0,0.113,0.659,87.942,164320,4,50.0385,9,0,60s,7327
Jumpin' Jack Flash,The Rolling Stones,spotify:track:55LRDFmsuazr533WrtHHW9,0.596,0.901,3,-7.373,1,0.0482,0.0362,0.749,0.0698,0.621,137.359,219467,4,35.99087,11,1,60s,3306
Fable (Metal Version),Adrian Von Ziegler,spotify:track:0wpJ14XvafZR4zGrTV7nfo,0.553,0.412,10,-14.969,1,0.0294,0.00806,0.911,0.112,0.0372,104.985,277429,4,39.44885,9,0,10s,40395
Are You Ready?,The Profane,spotify:track:4cetZymJCuWf9MGcb1VuMm,0.351,0.968,0,-4.62,1,0.0821,0.00973,7.35e-05,0.126,0.311,164.989,207275,4,41.68563,7,0,10s,39520
The One,Habstrakt,spotify:track:6U6nzpSvKxju6WA0Kojcxn,0.779,0.932,2,-3.568,1,0.255,0.00424,0.498,0.734,0.211,127.983,230288,4,29.27334,10,0,10s,40350
Escape,Enrique Iglesias,spotify:track:6KRi6CBUitENJB4HQbSVSD,0.777,0.852,11,-5.329,1,0.0295,0.0299,0.000498,0.145,0.877,125.994,208040,4,23.7428,8,1,00s,29133
No Rain,Blind Melon,spotify:track:6txWz9UapYHVxEd7dDIHXT,0.389,0.476,9,-9.342,1,0.0316,0.619,5.09e-05,0.255,0.566,148.117,217107,4,19.83873,10,1,90s,24803
Stuck,Stacie Orrico,spotify:track:2ptt0Eftq3b2jElTRrctrT,0.377,0.904,4,-3.634,0,0.307,0.0747,0.0,0.334,0.595,200.566,221587,4,39.97119,10,1,00s,31004
Ain't Too Proud To Beg,The Rolling Stones,spotify:track:657o30OsXhfnfi3IoWHprm,0.588,0.906,4,-4.613,1,0.0441,0.686,0.0973,0.425,0.889,128.641,210560,4,32.99183,12,1,70s,14616
Mother of Earth,The Gun Club,spotify:track:4dAU0jSpqNR6KtKi8x1K06,0.307,0.849,2,-4.899,1,0.055,0.277,0.463,0.222,0.628,183.507,204640,4,121.33656,7,0,80s,22592
Someday,Sugar Ray,spotify:track:6NcHJ23mLQKnVxQcOmT7JW,0.743,0.67,1,-4.547,0,0.0293,0.0108,0.0702,0.22,0.934,110.832,243333,4,25.36994,12,1,90s,23350
I Want Wind to Blow,The Microphones,spotify:track:1bAZV1EBTRi9t1cVg75i8t,0.402,0.406,5,-15.119,1,0.0652,0.75,0.791,0.114,0.243,109.946,332880,4,38.60735,13,0,00s,31616
Amnesia,5 Seconds Of Summer,spotify:track:1JCCdiru7fhstOIF4N7WJC,0.594,0.497,2,-5.26,1,0.0303,0.0343,0.0,0.162,0.101,101.671,237248,4,44.56974,9,1,10s,35973
Rescue Me,Melissa Manchester,spotify:track:7uENVVxp1Yfvh3MmthFXgv,0.776,0.867,0,-5.894,1,0.0279,0.074,0.0,0.126,0.975,116.534,186720,4,45.7798,9,1,70s,10599
Good Life,G-Eazy & Kehlani,spotify:track:1Eck97uRMlprKOOJN9oO1E,0.565,0.771,1,-5.22,1,0.213,0.00464,0.0,0.0568,0.573,168.385,225526,4,34.38491,11,1,10s,36729
Dance on the Porch,Alexandre Desplat,spotify:track:1odYSm6rD2riy2oEJSXkUl,0.622,0.484,7,-10.954,0,0.0364,0.891,0.794,0.11,0.851,100.402,67973,3,34.46095,4,0,10s,38786
Let's Start All Over Again,Ronnie Dove,spotify:track:1FRVMsTQHwcDhZBBDKfhyT,0.411,0.319,7,-12.305,1,0.0317,0.834,0.0,0.336,0.327,113.979,161013,4,22.26639,9,1,60s,1734
This Is Me,Keala Settle & The Greatest Showman Ensemble,spotify:track:45aBsnKRWUzhwbcqOJLwfe,0.284,0.704,2,-7.276,1,0.186,0.00583,0.000115,0.0424,0.1,191.702,234707,4,49.03105,10,1,10s,39921
Days Go By,Dirty Vegas,spotify:track:2RLpFEf6d0708O7Bqhjyxg,0.786,0.853,9,-8.274,0,0.0688,0.0499,0.0872,0.35,0.309,126.99,432147,4,18.48264,19,1,00s,29051
Moog Lust,Dj Spinna,spotify:track:7wGirTHoe2NLPlB5mTSHBZ,0.755,0.896,5,-4.817,1,0.0392,0.0601,0.804,0.105,0.68,91.949,210777,4,22.83136,12,0,10s,40545
Street Rain,Nataural,spotify:track:4zuRwntRchJ762xYEf0WXy,0.111,0.995,2,-12.062,1,0.088,0.0574,0.778,0.754,0.017,83.257,107555,4,55.78318,5,0,80s,22362
West Of The Wall,Toni Fisher,spotify:track:1JwNYwuXPcFyOcv0s7b5Cd,0.636,0.445,2,-8.202,1,0.029,0.766,5.28e-06,0.0727,0.683,105.947,154944,4,18.97258,6,1,60s,1046
Glad She's A Woman,Bobby Goldsboro,spotify:track:7vJtTE1k2wPaqRmzEJ84OK,0.134,0.364,6,-10.94,0,0.0315,0.548,0.000156,0.145,0.376,173.739,171933,4,32.28999,10,1,60s,3022
Ball And Chain (Honky Tonk),Mike Ness,spotify:track:1LDXhlWnWmrQeUp3B7bzDV,0.503,0.713,3,-5.932,1,0.0331,0.000468,4.75e-05,0.052,0.524,108.873,349067,4,93.04936,10,0,90s,28744
"St. Pete, Florida Blues",Snooks Eaglin,spotify:track:0PFMhxrohTWt0VnQOgG698,0.705,0.405,0,-10.124,1,0.0298,0.528,9.7e-05,0.113,0.627,98.132,183893,3,28.34797,6,0,70s,11822
Shotgun,Vanilla Fudge,spotify:track:4cpaaN9gp0JvTaro27c0ex,0.23,0.953,2,-4.114,1,0.124,0.000184,0.000593,0.321,0.277,105.811,148613,4,17.80553,9,1,60s,7893
Ashes To Ashes,The 5th Dimension,spotify:track:64geFbyu8ssfomq0sHdsMV,0.559,0.509,10,-10.494,1,0.0286,0.792,0.0,0.169,0.809,142.759,210040,4,35.47714,9,1,70s,10332
Jane,Jefferson Starship,spotify:track:2RNd6VgxG19db0zs0M1C4Z,0.589,0.82,2,-9.602,1,0.0369,0.204,0.0188,0.423,0.787,117.307,252200,4,53.82526,9,1,80s,17794
"Bass, Gestrichen (Pot Plantage, Kollaps)",Amon Düül,spotify:track:1pRrSSYJO3m1f4KQzt6d6G,0.499,0.415,3,-21.669,0,0.0424,0.913,0.903,0.107,0.75,110.071,205507,4,32.32483,8,0,60s,1442
Do You Wanna Make Love,Peter Mccann,spotify:track:5Ccx6DcIvnlQicMujqtqBf,0.694,0.413,3,-9.1,1,0.0268,0.348,0.0,0.124,0.542,109.967,211773,4,52.52921,9,1,70s,15185
All For You,Sister Hazel,spotify:track:2skmOCFU64Bg7Ytkgwliwe,0.633,0.754,8,-6.495,1,0.0382,0.0316,2.27e-05,0.091,0.641,137.047,218707,4,30.75404,10,1,90s,26927
Prima Freiheit,Floh de Cologne,spotify:track:3Y8FyNMsjOy12zIw6nihSE,0.467,0.472,2,-12.961,1,0.202,0.563,0.0127,0.823,0.283,144.345,597000,4,27.55117,25,0,90s,25616
Jingle Bells,The Country Gentlemen,spotify:track:0DPM09lGuFDkPaOvIIvq85,0.434,0.614,7,-13.432,1,0.0326,0.626,0.823,0.176,0.968,136.714,86067,4,29.13693,6,0,90s,25805
Bad Liar,Selena Gomez,spotify:track:2fZQIJew3nkNe99s2PKzul,0.965,0.414,1,-6.408,1,0.0713,0.189,0.0,0.0767,0.728,121.032,214648,4,40.67693,13,1,10s,35022
Hope Valley Hill,Helios,spotify:track:1ZsVFKysSROWBWZX3ZG1Gu,0.592,0.261,4,-13.989,1,0.0285,0.72,0.928,0.729,0.0548,107.975,318147,4,29.08177,18,0,00s,30655
A Festa dos Seus 15 Anos,Leño,spotify:track:6ON2VernjxCS5z6lHdoGFl,0.521,0.396,5,-12.299,1,0.0463,0.576,0.000893,0.462,0.599,82.628,179600,4,48.36482,8,0,60s,16
La Flor De La Canela,Maria Dolores Pradera,spotify:track:0g94apeTC1d4DrXxPSqRKJ,0.606,0.272,10,-15.393,0,0.135,0.952,0.00402,0.183,0.516,89.316,185027,1,61.57518,7,0,60s,7882
Las Vegas Tango,Gil Evans,spotify:track:0eGZ1D5bB8016ObJzWbG7q,0.322,0.409,9,-14.883,0,0.0369,0.208,0.00635,0.109,0.301,99.807,395200,4,35.85819,19,0,90s,25045
Roland Kirk's Message,Charles Mingus,spotify:track:4uzdN7qyfhrOJmtZdNh85h,0.437,0.146,10,-15.526,0,0.0483,0.983,0.878,0.106,0.286,72.262,160640,4,37.27015,9,0,60s,4965
Jelly Roll Blues,Jimmie Davis,spotify:track:759SxPDEOVgY6WzwEj0pIU,0.68,0.225,5,-11.999,1,0.0543,0.956,6.38e-05,0.12,0.832,102.481,171760,4,28.71865,9,0,10s,39496
Soul Inspiration,Anita Baker,spotify:track:6tB4PBScwCaD94sZUfjygA,0.653,0.662,6,-7.03,1,0.026,0.382,0.0,0.0859,0.51,104.026,319400,4,20.19731,14,1,90s,26781
The Three Mushrooms,Gilberto Gil,spotify:track:6k2H60A5UJNb8nJ0p2fwSN,0.549,0.283,0,-17.114,1,0.0388,0.827,0.242,0.105,0.474,115.989,339467,4,34.67284,11,0,70s,14625
Nuke The Cross,Toxic Holocaust,spotify:track:41DPdRpN14Xv8khpafNZmg,0.396,0.983,2,-5.001,1,0.0591,1.13e-05,0.531,0.24,0.457,99.29,167800,4,47.84912,6,0,00s,32102
Skybird,Neil Diamond,spotify:track:3zbnjfU5pMCl9t1kEC9Ted,0.473,0.313,9,-16.842,1,0.0271,0.584,0.0228,0.119,0.611,130.394,141093,3,43.87181,8,1,70s,15902
Highway 40 Blues,Ricky Skaggs,spotify:track:00q5WecTMx63FLxTeFvLcd,0.658,0.776,4,-8.457,1,0.0306,0.0523,0.000966,0.179,0.951,117.535,190533,4,35.40783,10,0,80s,20266
"French Ouverture, BWV 831",Johann Sebastian Bach,spotify:track:5uU76OPjGYCUJXT52u1TRQ,0.569,0.18,2,-20.248,1,0.0465,0.971,0.442,0.0635,0.941,97.206,181960,4,37.51551,11,0,10s,37718
Sorry Somehow,Hüsker Dü,spotify:track:4yhaE4g4dZRp4xOUgid9cr,0.388,0.831,9,-11.729,0,0.0424,0.00115,0.162,0.234,0.412,151.995,269067,4,80.63154,10,0,80s,19725
There Is No Arizona,Jamie O'Neal,spotify:track:7Hgcw6qYU1ukRdRGvEkJk3,0.467,0.619,8,-6.046,0,0.0345,0.216,0.0,0.0886,0.346,167.907,236107,4,43.52123,12,1,00s,33778
Smooth Criminal,Glee Cast Featuring 2Cellos,spotify:track:1iAzKpS5HUrwit6zuezPQk,0.756,0.814,0,-6.11,1,0.0437,0.632,0.00068,0.161,0.905,135.043,214680,4,40.87541,8,1,10s,39151
Vaya Con Dios,Freddy Fender,spotify:track:0hjCC1uNldl1tMAqvLvyCf,0.736,0.263,7,-9.969,1,0.0278,0.796,3.56e-06,0.103,0.499,98.333,166673,3,56.44763,8,1,70s,16158
The Freshmen,The Verve Pipe,spotify:track:21jEuMn2lf37715rwjow2M,0.571,0.505,1,-9.312,0,0.0238,0.0757,1.04e-05,0.109,0.276,99.562,269467,4,34.87483,12,1,90s,23554
Sutton Mutton,Eddie Lang,spotify:track:29YivEbq5hBpuFWoEZ3cSZ,0.619,0.128,0,-19.195,1,0.475,0.984,0.749,0.103,0.262,76.652,183533,3,81.25951,6,0,90s,25401
Slo_Drum,Ultra Milkmaids,spotify:track:5WRJJ10MO4phY6grPwLTrq,0.215,0.685,4,-10.622,0,0.0645,6.11e-06,0.734,0.073,0.0771,61.246,136507,4,90.08918,5,0,00s,31968
Fast Car,Jonas Blue Featuring Dakota,spotify:track:2mCF8L0brIs88eH6Kf2h9p,0.644,0.57,9,-6.994,1,0.052,0.484,0.0,0.299,0.527,113.945,212424,4,62.63619,10,1,10s,35358
"Young, Wild & Free",Snoop Dogg & Wiz Khalifa Featuring Bruno Mars,spotify:track:5HQVUIKwCEXpe7JIHyY734,0.715,0.655,0,-6.425,1,0.137,0.0525,0.0,0.115,0.531,95.078,207333,4,73.57678,10,1,10s,38481
Stomp!,The Brothers Johnson,spotify:track:3EG65y2LtxWjfydabHdItb,0.859,0.782,10,-8.344,1,0.0369,0.154,0.0297,0.0693,0.931,119.518,247133,4,37.16165,11,1,80s,20264
Les Alpes: Les glaciers,Jean Prodromidès,spotify:track:27ekjcU6rH3tvMOQbUrkti,0.192,0.197,1,-14.803,0,0.0347,0.9,0.194,0.31,0.0368,113.336,283573,4,59.41796,16,0,60s,180
Brigas Nunca Mais,Elis Regina,spotify:track:3SkLW48Xt2knevezFTs0pY,0.682,0.357,10,-11.825,1,0.0753,0.69,0.00116,0.11,0.744,157.801,102734,4,36.31393,5,0,70s,11655
Since U Been Gone,A Day To Remember,spotify:track:1HykUKaVU0CEUvv1vLKkXj,0.625,0.951,3,-5.209,1,0.0494,0.00497,0.0,0.106,0.721,128.01,198267,4,18.9542,8,0,00s,29971
Yellow Submarine,The Beatles,spotify:track:50xwQXPtfNZFKFeZ0XePWc,0.604,0.549,1,-9.873,1,0.0389,0.531,0.0,0.438,0.696,111.398,158880,4,36.56941,9,1,60s,6341
Los Tenis,El Gran Combo De Puerto Rico,spotify:track:6Efzd2O3OA8YW3AgAQO6tV,0.697,0.706,0,-8.969,1,0.101,0.658,0.00961,0.0694,0.922,99.905,295427,4,19.07456,16,0,90s,25454
It Goes Like This,Thomas Rhett,spotify:track:6GsAD8PgHxmEuIPTG8GP3M,0.543,0.837,11,-6.448,1,0.0608,0.117,0.0,0.0872,0.506,168.056,186080,4,29.15229,10,1,10s,36266
Beachin',Jake Owen,spotify:track:5dNGORzxFb5z3v7vSAFkTU,0.527,0.902,6,-5.352,1,0.0601,0.344,4.63e-05,0.0669,0.709,181.964,191040,4,36.7654,10,1,10s,36719
Hey Now (Mean Muggin),Xzibit Featuring Keri Hilson,spotify:track:7frbz32hdzsMjjIQQjKrkc,0.642,0.941,9,-5.082,0,0.322,0.0945,1.41e-05,0.249,0.611,197.683,261400,4,48.85195,10,1,00s,31727
Roll Wit Da Flow - Live,Junkyard Band,spotify:track:0Ds8W9f0oaD9jQWteovQbm,0.754,0.572,9,-9.573,1,0.423,0.451,5.93e-05,0.0542,0.75,90.698,404867,4,41.77046,21,0,80s,17876
Everybody Doesn't,Amanda,spotify:track:4IWCqcLq1AlO7hXDTQLZAe,0.667,0.92,10,-4.117,0,0.0471,0.087,9.95e-05,0.137,0.932,91.016,182560,4,23.74944,7,1,00s,31555
Krakowski festiwal jazzowy,Extra Ball,spotify:track:0lDHKIBI4k0L6J0VSGwimc,0.515,0.537,7,-12.488,1,0.0318,0.718,0.0134,0.0799,0.842,109.262,352760,4,42.18948,19,0,70s,13895
Me Han Contado de Ti,Javier Solís,spotify:track:5Oi2Bm5xspj5t7o6wOEapL,0.687,0.384,0,-8.488,1,0.0355,0.627,4.18e-06,0.212,0.937,114.333,139573,4,40.42031,7,0,60s,2966
Reap What You Sow,Billy Stewart,spotify:track:7myTdRyhIv2sfdYxlBhlqi,0.334,0.595,8,-8.875,1,0.0658,0.768,0.0,0.216,0.721,181.88,138227,3,72.62687,6,1,60s,6204
"Twist, Nail, Torture",Astarte,spotify:track:72azgoY5nPVjpkI5AnO30Q,0.31,0.98,9,-5.903,0,0.071,3.05e-06,0.514,0.137,0.094,166.064,271933,4,38.30773,11,0,00s,29706
Celos,Gidon Kremer,spotify:track:6WPgte56kbA8G0BahzM74C,0.226,0.0453,7,-21.482,0,0.0385,0.953,0.03,0.0831,0.0692,138.377,317027,4,35.1021,16,0,90s,27667
Tainted,Slum Village Featuring Dwele,spotify:track:6tc2nHTmQjXQXo2ybeVZB7,0.915,0.442,9,-6.321,0,0.226,0.0102,1.62e-05,0.279,0.65,92.81,266960,4,30.3534,11,1,00s,33352
Self Destruct (Live),Nausea,spotify:track:6S7nrJEPRdRobUAB7as2tf,0.454,0.925,6,-5.78,1,0.0727,0.000744,0.517,0.144,0.478,88.438,140240,4,74.4553,6,0,00s,29727
Chinese Dance,Pamela Howland,spotify:track:4WU85m6eIwpikvYMuueVPF,0.477,0.27,10,-19.826,1,0.0426,0.986,0.888,0.123,0.733,130.38,63530,4,15.16075,5,0,90s,25471
It's A Man Down There,G.L. Crockett,spotify:track:5LQwvnlNn84XLcVxWdtgD5,0.521,0.577,4,-7.71,1,0.0364,0.8,0.0,0.12,0.875,166.188,166293,4,47.3328,7,1,60s,5629
Freedom Monday,Tubby Hayes,spotify:track:3bVsJ6yxnFJ6LWRojvODfL,0.525,0.799,1,-9.853,1,0.0709,0.774,0.00653,0.846,0.595,112.176,491773,4,29.21047,25,0,90s,27910
Mac 10,Trippie Redd Featuring Lil Baby & Lil Duke,spotify:track:4e34Qq2lkp92egwgjacVcT,0.79,0.629,9,-7.172,1,0.138,0.179,0.0,0.356,0.833,124.063,127742,4,30.53178,8,1,10s,36022
The Body,Elmer Bernstein,spotify:track:6giTmPP1PGSsieyp6vWCTv,0.0761,0.00358,10,-35.957,0,0.041,0.95,0.729,0.115,0.0361,75.061,157453,5,54.43972,9,0,60s,8601
La fille du régiment / Act 1: Ils l'ont emmené brutalement,Gaetano Donizetti,spotify:track:6W9OXmKeAHU9GzCf7iZG0P,0.399,0.0441,3,-23.531,1,0.0639,0.982,2.51e-06,0.104,0.196,95.88,128200,3,48.26279,7,0,60s,3143
Oui,Jeremih,spotify:track:0PJIbOdMs3bd5AT8liULMQ,0.418,0.724,5,-3.724,1,0.0964,0.213,0.0,0.112,0.604,78.521,238320,5,23.65862,11,1,10s,37360
Teenage Warning,Angelic Upstarts,spotify:track:665H5CNy9UHexCDVbm66uT,0.19,0.963,7,-4.493,1,0.148,0.00581,0.0,0.114,0.296,174.412,182360,4,97.73011,5,0,70s,10571
Time Has Come Today,The Chambers Brothers,spotify:track:5qA1ZrjjVLh1cL9GZOFdNm,0.528,0.514,2,-11.909,1,0.133,0.0252,0.0894,0.0725,0.44,122.872,290933,4,50.8636,9,1,60s,3937
If You Think I'm Licked,Mal Waldron,spotify:track:3q7QagxpFhSX5C6TFjF87m,0.432,0.522,3,-6.533,1,0.042,0.959,0.858,0.2,0.465,92.745,419800,4,53.65011,19,0,60s,1530
